id,title,description,intent,keywords,sample_questions,status
dieu_khoan__mo_va_su_dung_vi_doanh_nghiep_vnpt_pay__prob_6,Những hành vi nào bị cấm khi sử dụng Ví doanh nghiệp VNPT PAY?,Quy định chi tiết về những hành vi nào bị cấm khi sử dụng ví doanh nghiệp vnpt pay trong điều khoản VNPT Money,nhung_hanh_vi_nao_bi_cam_khi_su_dung_vi_doanh_nghi,"Mở và sử dụng Ví doanh nghiệp VNPT PAY,hành,vi,cấm,sử,dụng,Ví,doanh,nghiệp,VNPT",Những hành vi nào bị cấm khi sử dụng Ví doanh nghiệp VNPT PAY?|Tôi muốn hỏi về những hành vi nào bị cấm khi sử dụng ví doanh nghiệp vnpt pay|Những hành vi nào bị cấm khi sử dụng Ví doanh nghiệp VNPT PAY trong dịch vụ Mở và sử dụng Ví doanh nghiệp VNPT PAY?,active
dieu_khoan__mo_va_su_dung_vi_doanh_nghiep_vnpt_pay__prob_7,"Trong những trường hợp nào Ví doanh nghiệp VNPT PAY bị tạm khóa, phong tỏa hoặc đóng?","Quy định chi tiết về trong những trường hợp nào ví doanh nghiệp vnpt pay bị tạm khóa, phong tỏa hoặc đóng trong điều khoản VNPT Money",trong_nhung_truong_hop_nao_vi_doanh_nghiep_vnpt_pa,"Mở và sử dụng Ví doanh nghiệp VNPT PAY,trường,hợp,Ví,doanh,nghiệp,VNPT,PAY,tạm,khóa","Trong những trường hợp nào Ví doanh nghiệp VNPT PAY bị tạm khóa, phong tỏa hoặc đóng?|Tôi muốn hỏi về trong những trường hợp nào ví doanh nghiệp vnpt pay bị tạm khóa, phong tỏa hoặc đóng|Trong những trường hợp nào Ví doanh nghiệp VNPT PAY bị tạm khóa, phong tỏa hoặc đóng trong dịch vụ Mở và sử dụng Ví doanh nghiệp VNPT PAY?",active
dieu_khoan__mo_va_su_dung_vi_doanh_nghiep_vnpt_pay__prob_8,Cơ chế trích nợ tự động trên Ví doanh nghiệp VNPT PAY được thực hiện như thế nào?,Quy định chi tiết về cơ chế trích nợ tự động trên ví doanh nghiệp vnpt pay được thực hiện như thế nào trong điều khoản VNPT Money,co_che_trich_no_tu_dong_tren_vi_doanh_nghiep_vnpt,"Mở và sử dụng Ví doanh nghiệp VNPT PAY,Cơ,chế,trích,nợ,tự,động,Ví,doanh,nghiệp",Cơ chế trích nợ tự động trên Ví doanh nghiệp VNPT PAY được thực hiện như thế nào?|Tôi muốn hỏi về cơ chế trích nợ tự động trên ví doanh nghiệp vnpt pay được thực hiện như thế nào|Cơ chế trích nợ tự động trên Ví doanh nghiệp VNPT PAY được thực hiện như thế nào trong dịch vụ Mở và sử dụng Ví doanh nghiệp VNPT PAY?,active
dieu_khoan__mo_va_su_dung_vi_doanh_nghiep_vnpt_pay__prob_9,"Phương thức thông báo và quy định về mật khẩu, chữ ký điện tử khi sử dụng Ví doanh nghiệp VNPT PAY là gì?","Quy định chi tiết về phương thức thông báo và quy định về mật khẩu, chữ ký điện tử khi sử dụng ví doanh nghiệp vnpt pay là gì trong điều khoản VNPT Money",phuong_thuc_thong_bao_va_quy_dinh_ve_mat_khau_chu,"Mở và sử dụng Ví doanh nghiệp VNPT PAY,Phương,thức,thông,báo,quy,định,mật,khẩu,chữ","Phương thức thông báo và quy định về mật khẩu, chữ ký điện tử khi sử dụng Ví doanh nghiệp VNPT PAY là gì?|Tôi muốn hỏi về phương thức thông báo và quy định về mật khẩu, chữ ký điện tử khi sử dụng ví doanh nghiệp vnpt pay là gì|Phương thức thông báo và quy định về mật khẩu, chữ ký điện tử khi sử dụng Ví doanh nghiệp VNPT PAY là gì trong dịch vụ Mở và sử dụng Ví doanh nghiệp VNPT PAY?",active
dieu_khoan__phi_dich_vu_o_vi_doanh_nghiep_vnpt_pay__prob_1,Biểu phí dịch vụ Ví doanh nghiệp VNPT PAY được quy định và thay đổi như thế nào?,Quy định chi tiết về biểu phí dịch vụ ví doanh nghiệp vnpt pay được quy định và thay đổi như thế nào trong điều khoản VNPT Money,bieu_phi_dich_vu_vi_doanh_nghiep_vnpt_pay_duoc_quy,"Phí dịch vụ ở Ví doanh nghiệp VNPT PAY,Biểu,phí,Ví,doanh,nghiệp,VNPT,PAY,quy,định",Biểu phí dịch vụ Ví doanh nghiệp VNPT PAY được quy định và thay đổi như thế nào?|Tôi muốn hỏi về biểu phí dịch vụ ví doanh nghiệp vnpt pay được quy định và thay đổi như thế nào|Biểu phí dịch vụ Ví doanh nghiệp VNPT PAY được quy định và thay đổi như thế nào trong dịch vụ Phí dịch vụ ở Ví doanh nghiệp VNPT PAY?,active
dieu_khoan__phi_dich_vu_o_vi_doanh_nghiep_vnpt_pay__prob_2,Nghĩa vụ thanh toán phí và cơ chế trích nợ tự động đối với tổ chức được áp dụng ra sao?,Quy định chi tiết về nghĩa vụ thanh toán phí và cơ chế trích nợ tự động đối với tổ chức được áp dụng ra sao trong điều khoản VNPT Money,nghia_vu_thanh_toan_phi_va_co_che_trich_no_tu_dong,"Phí dịch vụ ở Ví doanh nghiệp VNPT PAY,Nghĩa,thanh,toán,phí,cơ,chế,trích,nợ,tự",Nghĩa vụ thanh toán phí và cơ chế trích nợ tự động đối với tổ chức được áp dụng ra sao?|Tôi muốn hỏi về nghĩa vụ thanh toán phí và cơ chế trích nợ tự động đối với tổ chức được áp dụng ra sao|Nghĩa vụ thanh toán phí và cơ chế trích nợ tự động đối với tổ chức được áp dụng ra sao trong dịch vụ Phí dịch vụ ở Ví doanh nghiệp VNPT PAY?,active
dieu_khoan__thu_thap_cung_cap_thong_tin_va_xu_ly_du_lieu_ca_nhan_o_vi_do__prob_1,"Mục đích VNPT thu thập và xử lý dữ liệu, thông tin của khách hàng doanh nghiệp là gì?","Quy định chi tiết về mục đích vnpt thu thập và xử lý dữ liệu, thông tin của khách hàng doanh nghiệp là gì trong điều khoản VNPT Money",muc_dich_vnpt_thu_thap_va_xu_ly_du_lieu_thong_tin,"Thu thập, cung cấp thông tin và xử lý dữ liệu cá nhân ở Ví doanh nghiệp VNPT PAY,Mục,đích,VNPT,thu,thập,xử,lý,dữ,liệu","Mục đích VNPT thu thập và xử lý dữ liệu, thông tin của khách hàng doanh nghiệp là gì?|Tôi muốn hỏi về mục đích vnpt thu thập và xử lý dữ liệu, thông tin của khách hàng doanh nghiệp là gì|Mục đích VNPT thu thập và xử lý dữ liệu, thông tin của khách hàng doanh nghiệp là gì trong dịch vụ Thu thập, cung cấp thông tin và xử lý dữ liệu cá nhân ở Ví doanh nghiệp VNPT PAY?",active
dieu_khoan__thu_thap_cung_cap_thong_tin_va_xu_ly_du_lieu_ca_nhan_o_vi_do__prob_2,Trong những trường hợp nào VNPT được cung cấp thông tin doanh nghiệp cho bên thứ ba?,Quy định chi tiết về trong những trường hợp nào vnpt được cung cấp thông tin doanh nghiệp cho bên thứ ba trong điều khoản VNPT Money,trong_nhung_truong_hop_nao_vnpt_duoc_cung_cap_thon,"Thu thập, cung cấp thông tin và xử lý dữ liệu cá nhân ở Ví doanh nghiệp VNPT PAY,trường,hợp,VNPT,cung,cấp,thông,tin,doanh,nghiệp","Trong những trường hợp nào VNPT được cung cấp thông tin doanh nghiệp cho bên thứ ba?|Tôi muốn hỏi về trong những trường hợp nào vnpt được cung cấp thông tin doanh nghiệp cho bên thứ ba|Trong những trường hợp nào VNPT được cung cấp thông tin doanh nghiệp cho bên thứ ba trong dịch vụ Thu thập, cung cấp thông tin và xử lý dữ liệu cá nhân ở Ví doanh nghiệp VNPT PAY?",active
dieu_khoan__thu_thap_cung_cap_thong_tin_va_xu_ly_du_lieu_ca_nhan_o_vi_do__prob_3,Phạm vi khách hàng doanh nghiệp đồng ý cho phép VNPT sử dụng thông tin doanh nghiệp là gì?,Quy định chi tiết về phạm vi khách hàng doanh nghiệp đồng ý cho phép vnpt sử dụng thông tin doanh nghiệp là gì trong điều khoản VNPT Money,pham_vi_khach_hang_doanh_nghiep_dong_y_cho_phep_vn,"Thu thập, cung cấp thông tin và xử lý dữ liệu cá nhân ở Ví doanh nghiệp VNPT PAY,Phạm,vi,khách,hàng,doanh,nghiệp,đồng,phép,VNPT","Phạm vi khách hàng doanh nghiệp đồng ý cho phép VNPT sử dụng thông tin doanh nghiệp là gì?|Tôi muốn hỏi về phạm vi khách hàng doanh nghiệp đồng ý cho phép vnpt sử dụng thông tin doanh nghiệp là gì|Phạm vi khách hàng doanh nghiệp đồng ý cho phép VNPT sử dụng thông tin doanh nghiệp là gì trong dịch vụ Thu thập, cung cấp thông tin và xử lý dữ liệu cá nhân ở Ví doanh nghiệp VNPT PAY?",active
dieu_khoan__quyen_va_nghia_vu_cua_khach_hang_khi_dung_vi_doanh_nghiep_vn__prob_1,Khách hàng doanh nghiệp có những quyền gì khi sử dụng Ví doanh nghiệp VNPT PAY?,Quy định chi tiết về khách hàng doanh nghiệp có những quyền gì khi sử dụng ví doanh nghiệp vnpt pay trong điều khoản VNPT Money,khach_hang_doanh_nghiep_co_nhung_quyen_gi_khi_su_d,"Quyền và nghĩa vụ của Khách hàng khi dùng Ví doanh nghiệp VNPT PAY,Khách,hàng,doanh,nghiệp,quyền,sử,dụng,Ví,VNPT",Khách hàng doanh nghiệp có những quyền gì khi sử dụng Ví doanh nghiệp VNPT PAY?|Tôi muốn hỏi về khách hàng doanh nghiệp có những quyền gì khi sử dụng ví doanh nghiệp vnpt pay|Khách hàng doanh nghiệp có những quyền gì khi sử dụng Ví doanh nghiệp VNPT PAY trong dịch vụ Quyền và nghĩa vụ của Khách hàng khi dùng Ví doanh nghiệp VNPT PAY?,active
dieu_khoan__quyen_va_nghia_vu_cua_khach_hang_khi_dung_vi_doanh_nghiep_vn__prob_2,Nghĩa vụ và trách nhiệm của khách hàng doanh nghiệp khi sử dụng Ví doanh nghiệp VNPT PAY là gì?,Quy định chi tiết về nghĩa vụ và trách nhiệm của khách hàng doanh nghiệp khi sử dụng ví doanh nghiệp vnpt pay là gì trong điều khoản VNPT Money,nghia_vu_va_trach_nhiem_cua_khach_hang_doanh_nghie,"Quyền và nghĩa vụ của Khách hàng khi dùng Ví doanh nghiệp VNPT PAY,Nghĩa,trách,nhiệm,khách,hàng,doanh,nghiệp,sử,dụng",Nghĩa vụ và trách nhiệm của khách hàng doanh nghiệp khi sử dụng Ví doanh nghiệp VNPT PAY là gì?|Tôi muốn hỏi về nghĩa vụ và trách nhiệm của khách hàng doanh nghiệp khi sử dụng ví doanh nghiệp vnpt pay là gì|Nghĩa vụ và trách nhiệm của khách hàng doanh nghiệp khi sử dụng Ví doanh nghiệp VNPT PAY là gì trong dịch vụ Quyền và nghĩa vụ của Khách hàng khi dùng Ví doanh nghiệp VNPT PAY?,active
dieu_khoan__quyen_va_nghia_vu_cua_vnpt_khi_cung_cap_dich_vu_vi_doanh_ngh__prob_1,VNPT có những quyền gì trong quá trình cung cấp dịch vụ Ví doanh nghiệp VNPT PAY?,Quy định chi tiết về vnpt có những quyền gì trong quá trình cung cấp dịch vụ ví doanh nghiệp vnpt pay trong điều khoản VNPT Money,vnpt_co_nhung_quyen_gi_trong_qua_trinh_cung_cap_di,"Quyền và nghĩa vụ của VNPT khi cung cấp dịch vụ ví doanh nghiệp VNPT PAY,VNPT,quyền,trình,cung,cấp,Ví,doanh,nghiệp,PAY",VNPT có những quyền gì trong quá trình cung cấp dịch vụ Ví doanh nghiệp VNPT PAY?|Tôi muốn hỏi về vnpt có những quyền gì trong quá trình cung cấp dịch vụ ví doanh nghiệp vnpt pay|VNPT có những quyền gì trong quá trình cung cấp dịch vụ Ví doanh nghiệp VNPT PAY trong dịch vụ Quyền và nghĩa vụ của VNPT khi cung cấp dịch vụ ví doanh nghiệp VNPT PAY?,active
dieu_khoan__quyen_va_nghia_vu_cua_vnpt_khi_cung_cap_dich_vu_vi_doanh_ngh__prob_2,Trách nhiệm và nghĩa vụ của VNPT đối với khách hàng doanh nghiệp khi cung cấp dịch vụ,Quy định chi tiết về trách nhiệm và nghĩa vụ của vnpt đối với khách hàng doanh nghiệp khi cung cấp dịch vụ trong điều khoản VNPT Money,trach_nhiem_va_nghia_vu_cua_vnpt_doi_voi_khach_han,"Quyền và nghĩa vụ của VNPT khi cung cấp dịch vụ ví doanh nghiệp VNPT PAY,Trách,nhiệm,nghĩa,VNPT,đối,khách,hàng,doanh,nghiệp",Trách nhiệm và nghĩa vụ của VNPT đối với khách hàng doanh nghiệp khi cung cấp dịch vụ?|Tôi muốn hỏi về trách nhiệm và nghĩa vụ của vnpt đối với khách hàng doanh nghiệp khi cung cấp dịch vụ|Trách nhiệm và nghĩa vụ của VNPT đối với khách hàng doanh nghiệp khi cung cấp dịch vụ trong dịch vụ Quyền và nghĩa vụ của VNPT khi cung cấp dịch vụ ví doanh nghiệp VNPT PAY?,active
dieu_khoan__thay_doi_tam_dung_gia_han_va_cham_dut_dich_vu_o_vi_doanh_ngh__prob_1,"Quyền của VNPT trong việc thay đổi, điều chỉnh hoặc tạm ngừng Dịch vụ Ví doanh nghiệp VNPT PAY","Quy định chi tiết về quyền của vnpt trong việc thay đổi, điều chỉnh hoặc tạm ngừng dịch vụ ví doanh nghiệp vnpt pay trong điều khoản VNPT Money",quyen_cua_vnpt_trong_viec_thay_doi_dieu_chinh_hoa,"Thay đổi, tạm dừng, gia hạn và chấm dứt Dịch vụ ở Ví doanh nghiệp VNPT PAY,Quyền,VNPT,việc,thay,đổi,điều,chỉnh,tạm,ngừng","Quyền của VNPT trong việc thay đổi, điều chỉnh hoặc tạm ngừng Dịch vụ Ví doanh nghiệp VNPT PAY?|Tôi muốn hỏi về quyền của vnpt trong việc thay đổi, điều chỉnh hoặc tạm ngừng dịch vụ ví doanh nghiệp vnpt pay|Quyền của VNPT trong việc thay đổi, điều chỉnh hoặc tạm ngừng Dịch vụ Ví doanh nghiệp VNPT PAY trong dịch vụ Thay đổi, tạm dừng, gia hạn và chấm dứt Dịch vụ ở Ví doanh nghiệp VNPT PAY?",active
dieu_khoan__thay_doi_tam_dung_gia_han_va_cham_dut_dich_vu_o_vi_doanh_ngh__prob_2,Các trường hợp và điều kiện chấm dứt việc sử dụng Dịch vụ Ví doanh nghiệp VNPT PAY là gì?,Quy định chi tiết về các trường hợp và điều kiện chấm dứt việc sử dụng dịch vụ ví doanh nghiệp vnpt pay là gì trong điều khoản VNPT Money,cac_truong_hop_va_dieu_kien_cham_dut_viec_su_dung,"Thay đổi, tạm dừng, gia hạn và chấm dứt Dịch vụ ở Ví doanh nghiệp VNPT PAY,trường,hợp,điều,kiện,chấm,dứt,việc,sử,dụng","Các trường hợp và điều kiện chấm dứt việc sử dụng Dịch vụ Ví doanh nghiệp VNPT PAY là gì?|Tôi muốn hỏi về các trường hợp và điều kiện chấm dứt việc sử dụng dịch vụ ví doanh nghiệp vnpt pay là gì|Các trường hợp và điều kiện chấm dứt việc sử dụng Dịch vụ Ví doanh nghiệp VNPT PAY là gì trong dịch vụ Thay đổi, tạm dừng, gia hạn và chấm dứt Dịch vụ ở Ví doanh nghiệp VNPT PAY?",active
dieu_khoan__giao_dich_khong_huy_ngang_o_vi_doanh_nghiep_vnpt_pay__prob_1,Quy định về tính không hủy ngang của các giao dịch đã thực hiện trên Ví doanh nghiệp VNPT Pay,Quy định chi tiết về quy định về tính không hủy ngang của các giao dịch đã thực hiện trên ví doanh nghiệp vnpt pay trong điều khoản VNPT Money,quy_dinh_ve_tinh_khong_huy_ngang_cua_cac_giao_dich,"Giao dịch không huỷ ngang ở Ví doanh nghiệp VNPT PAY,Quy,định,tính,hủy,ngang,giao,thực,hiện,Ví",Quy định về tính không hủy ngang của các giao dịch đã thực hiện trên Ví doanh nghiệp VNPT Pay?|Tôi muốn hỏi về quy định về tính không hủy ngang của các giao dịch đã thực hiện trên ví doanh nghiệp vnpt pay|Quy định về tính không hủy ngang của các giao dịch đã thực hiện trên Ví doanh nghiệp VNPT Pay trong dịch vụ Giao dịch không huỷ ngang ở Ví doanh nghiệp VNPT PAY?,active
dieu_khoan__quy_dinh_xu_ly_tra_soat_khieu_nai_o_vi_doanh_nghiep_vnpt_pay__prob_1,Các kênh tiếp nhận yêu cầu tra soát và khiếu nại của Khách hàng,Quy định chi tiết về các kênh tiếp nhận yêu cầu tra soát và khiếu nại của khách hàng trong điều khoản VNPT Money,cac_kenh_tiep_nhan_yeu_cau_tra_soat_va_khieu_nai_c,"Quy định xử lý tra soát, khiếu nại ở Ví doanh nghiệp VNPT PAY,kênh,tiếp,nhận,yêu,cầu,tra,soát,khiếu,nại","Các kênh tiếp nhận yêu cầu tra soát và khiếu nại của Khách hàng?|Tôi muốn hỏi về các kênh tiếp nhận yêu cầu tra soát và khiếu nại của khách hàng|Các kênh tiếp nhận yêu cầu tra soát và khiếu nại của Khách hàng trong dịch vụ Quy định xử lý tra soát, khiếu nại ở Ví doanh nghiệp VNPT PAY?",active
dieu_khoan__quy_dinh_xu_ly_tra_soat_khieu_nai_o_vi_doanh_nghiep_vnpt_pay__prob_2,"Thời hạn xử lý và thông báo kết quả tra soát, khiếu nại","Quy định chi tiết về thời hạn xử lý và thông báo kết quả tra soát, khiếu nại trong điều khoản VNPT Money",thoi_han_xu_ly_va_thong_bao_ket_qua_tra_soat_khie,"Quy định xử lý tra soát, khiếu nại ở Ví doanh nghiệp VNPT PAY,Thời,hạn,xử,lý,thông,báo,kết,quả,tra","Thời hạn xử lý và thông báo kết quả tra soát, khiếu nại?|Tôi muốn hỏi về thời hạn xử lý và thông báo kết quả tra soát, khiếu nại|Thời hạn xử lý và thông báo kết quả tra soát, khiếu nại trong dịch vụ Quy định xử lý tra soát, khiếu nại ở Ví doanh nghiệp VNPT PAY?",active
dieu_khoan__quy_dinh_xu_ly_tra_soat_khieu_nai_o_vi_doanh_nghiep_vnpt_pay__prob_3,Quy định về bồi hoàn tổn thất và xử lý các sai phạm pháp luật liên quan đến giao dịch,Quy định chi tiết về quy định về bồi hoàn tổn thất và xử lý các sai phạm pháp luật liên quan đến giao dịch trong điều khoản VNPT Money,quy_dinh_ve_boi_hoan_ton_that_va_xu_ly_cac_sai_pha,"Quy định xử lý tra soát, khiếu nại ở Ví doanh nghiệp VNPT PAY,Quy,định,bồi,hoàn,tổn,thất,xử,lý,sai","Quy định về bồi hoàn tổn thất và xử lý các sai phạm pháp luật liên quan đến giao dịch?|Tôi muốn hỏi về quy định về bồi hoàn tổn thất và xử lý các sai phạm pháp luật liên quan đến giao dịch|Quy định về bồi hoàn tổn thất và xử lý các sai phạm pháp luật liên quan đến giao dịch trong dịch vụ Quy định xử lý tra soát, khiếu nại ở Ví doanh nghiệp VNPT PAY?",active
dieu_khoan__bao_mat_thong_tin_va_quyen_so_huu_tri_tue_o_vi_doanh_nghiep___prob_1,Trách nhiệm bảo mật thông tin và phạm vi quyền truy cập dữ liệu của Ví doanh nghiệp VNPT PAY,Quy định chi tiết về trách nhiệm bảo mật thông tin và phạm vi quyền truy cập dữ liệu của ví doanh nghiệp vnpt pay trong điều khoản VNPT Money,trach_nhiem_bao_mat_thong_tin_va_pham_vi_quyen_tru,"Bảo mật thông tin và Quyền sở hữu trí tuệ ở Ví doanh nghiệp VNPT PAY,Trách,nhiệm,bảo,mật,thông,tin,phạm,vi,quyền",Trách nhiệm bảo mật thông tin và phạm vi quyền truy cập dữ liệu của Ví doanh nghiệp VNPT PAY?|Tôi muốn hỏi về trách nhiệm bảo mật thông tin và phạm vi quyền truy cập dữ liệu của ví doanh nghiệp vnpt pay|Trách nhiệm bảo mật thông tin và phạm vi quyền truy cập dữ liệu của Ví doanh nghiệp VNPT PAY trong dịch vụ Bảo mật thông tin và Quyền sở hữu trí tuệ ở Ví doanh nghiệp VNPT PAY?,active
dieu_khoan__bao_mat_thong_tin_va_quyen_so_huu_tri_tue_o_vi_doanh_nghiep___prob_2,Quy định về quyền sở hữu trí tuệ của Ví doanh nghiệp VNPT PAY,Quy định chi tiết về quy định về quyền sở hữu trí tuệ của ví doanh nghiệp vnpt pay trong điều khoản VNPT Money,quy_dinh_ve_quyen_so_huu_tri_tue_cua_vi_doanh_nghi,"Bảo mật thông tin và Quyền sở hữu trí tuệ ở Ví doanh nghiệp VNPT PAY,Quy,định,quyền,sở,hữu,trí,tuệ,Ví,doanh",Quy định về quyền sở hữu trí tuệ của Ví doanh nghiệp VNPT PAY?|Tôi muốn hỏi về quy định về quyền sở hữu trí tuệ của ví doanh nghiệp vnpt pay|Quy định về quyền sở hữu trí tuệ của Ví doanh nghiệp VNPT PAY trong dịch vụ Bảo mật thông tin và Quyền sở hữu trí tuệ ở Ví doanh nghiệp VNPT PAY?,active
dieu_khoan__hoan_tra_tien_o_vi_doanh_nghiep_vnpt_pay__prob_1,Các trường hợp được hoàn trả tiền vào Ví doanh nghiệp VNPT PAY,Quy định chi tiết về các trường hợp được hoàn trả tiền vào ví doanh nghiệp vnpt pay trong điều khoản VNPT Money,cac_truong_hop_duoc_hoan_tra_tien_vao_vi_doanh_ngh,"Hoàn trả tiền ở Ví doanh nghiệp VNPT PAY,trường,hợp,hoàn,trả,tiền,Ví,doanh,nghiệp,VNPT",Các trường hợp được hoàn trả tiền vào Ví doanh nghiệp VNPT PAY?|Tôi muốn hỏi về các trường hợp được hoàn trả tiền vào ví doanh nghiệp vnpt pay|Các trường hợp được hoàn trả tiền vào Ví doanh nghiệp VNPT PAY trong dịch vụ Hoàn trả tiền ở Ví doanh nghiệp VNPT PAY?,active
dieu_khoan__cac_truong_hop_mien_trach_nhiem_o_vi_doanh_nghiep_vnpt_pay__prob_1,Các trường hợp VNPT được miễn trách nhiệm bồi thường khi cung cấp Dịch vụ Ví doanh nghiệp VNPT PAY,Quy định chi tiết về các trường hợp vnpt được miễn trách nhiệm bồi thường khi cung cấp dịch vụ ví doanh nghiệp vnpt pay trong điều khoản VNPT Money,cac_truong_hop_vnpt_duoc_mien_trach_nhiem_boi_thuo,"Các trường hợp miễn trách nhiệm ở Ví doanh nghiệp VNPT PAY,trường,hợp,VNPT,miễn,trách,nhiệm,bồi,thường,cung",Các trường hợp VNPT được miễn trách nhiệm bồi thường khi cung cấp Dịch vụ Ví doanh nghiệp VNPT PAY?|Tôi muốn hỏi về các trường hợp vnpt được miễn trách nhiệm bồi thường khi cung cấp dịch vụ ví doanh nghiệp vnpt pay|Các trường hợp VNPT được miễn trách nhiệm bồi thường khi cung cấp Dịch vụ Ví doanh nghiệp VNPT PAY trong dịch vụ Các trường hợp miễn trách nhiệm ở Ví doanh nghiệp VNPT PAY?,active
dieu_khoan__su_kien_bat_kha_khang_o_vi_doanh_nghiep_vnpt_pay__prob_1,Khái niệm và phạm vi áp dụng của sự kiện bất khả kháng,Quy định chi tiết về khái niệm và phạm vi áp dụng của sự kiện bất khả kháng trong điều khoản VNPT Money,khai_niem_va_pham_vi_ap_dung_cua_su_kien_bat_kha_k,"Sự kiện bất khả kháng ở Ví doanh nghiệp VNPT PAY,Khái,niệm,phạm,vi,áp,dụng,sự,kiện,bất",Khái niệm và phạm vi áp dụng của sự kiện bất khả kháng?|Tôi muốn hỏi về khái niệm và phạm vi áp dụng của sự kiện bất khả kháng|Khái niệm và phạm vi áp dụng của sự kiện bất khả kháng trong dịch vụ Sự kiện bất khả kháng ở Ví doanh nghiệp VNPT PAY?,active
dieu_khoan__su_kien_bat_kha_khang_o_vi_doanh_nghiep_vnpt_pay__prob_2,Quyền miễn trừ trách nhiệm của các bên trong trường hợp xảy ra sự kiện bất khả kháng,Quy định chi tiết về quyền miễn trừ trách nhiệm của các bên trong trường hợp xảy ra sự kiện bất khả kháng trong điều khoản VNPT Money,quyen_mien_tru_trach_nhiem_cua_cac_ben_trong_truon,"Sự kiện bất khả kháng ở Ví doanh nghiệp VNPT PAY,Quyền,miễn,trừ,trách,nhiệm,trường,hợp,xảy,sự",Quyền miễn trừ trách nhiệm của các bên trong trường hợp xảy ra sự kiện bất khả kháng?|Tôi muốn hỏi về quyền miễn trừ trách nhiệm của các bên trong trường hợp xảy ra sự kiện bất khả kháng|Quyền miễn trừ trách nhiệm của các bên trong trường hợp xảy ra sự kiện bất khả kháng trong dịch vụ Sự kiện bất khả kháng ở Ví doanh nghiệp VNPT PAY?,active
dieu_khoan__luat_dieu_chinh_va_giai_quyet_tranh_chap_cua_vi_doanh_nghiep__prob_1,Luật áp dụng và quy trình giải quyết tranh chấp liên quan đến Dịch vụ Ví doanh nghiệp VNPT PAY,Quy định chi tiết về luật áp dụng và quy trình giải quyết tranh chấp liên quan đến dịch vụ ví doanh nghiệp vnpt pay trong điều khoản VNPT Money,luat_ap_dung_va_quy_trinh_giai_quyet_tranh_chap_li,"Luật điều chỉnh và Giải quyết tranh chấp của Ví doanh nghiệp VNPT PAY,Luật,áp,dụng,quy,trình,giải,quyết,tranh,chấp",Luật áp dụng và quy trình giải quyết tranh chấp liên quan đến Dịch vụ Ví doanh nghiệp VNPT PAY?|Tôi muốn hỏi về luật áp dụng và quy trình giải quyết tranh chấp liên quan đến dịch vụ ví doanh nghiệp vnpt pay|Luật áp dụng và quy trình giải quyết tranh chấp liên quan đến Dịch vụ Ví doanh nghiệp VNPT PAY trong dịch vụ Luật điều chỉnh và Giải quyết tranh chấp của Ví doanh nghiệp VNPT PAY?,active
dieu_khoan__dieu_khoan_thi_hanh_cua_vi_doanh_nghiep_vnpt_pay__prob_1,"Hiệu lực của thỏa thuận và các quy định về chuyển nhượng, tính độc lập của điều khoản","Quy định chi tiết về hiệu lực của thỏa thuận và các quy định về chuyển nhượng, tính độc lập của điều khoản trong điều khoản VNPT Money",hieu_luc_cua_thoa_thuan_va_cac_quy_dinh_ve_chuyen,"Điều khoản thi hành của Ví doanh nghiệp VNPT PAY,Hiệu,lực,thỏa,thuận,quy,định,chuyển,nhượng,tính","Hiệu lực của thỏa thuận và các quy định về chuyển nhượng, tính độc lập của điều khoản?|Tôi muốn hỏi về hiệu lực của thỏa thuận và các quy định về chuyển nhượng, tính độc lập của điều khoản|Hiệu lực của thỏa thuận và các quy định về chuyển nhượng, tính độc lập của điều khoản trong dịch vụ Điều khoản thi hành của Ví doanh nghiệp VNPT PAY?",active
dieu_khoan__dieu_kien_su_dung__prob_1,Điều kiện để kích hoạt và sử dụng phương thức xác thực SmartOTP là gì?,Quy định chi tiết về điều kiện để kích hoạt và sử dụng phương thức xác thực smartotp là gì trong điều khoản VNPT Money,dieu_kien_de_kich_hoat_va_su_dung_phuong_thuc_xac,"Điều kiện sử dụng,Điều,kiện,kích,hoạt,sử,dụng,phương,thức,xác",Điều kiện để kích hoạt và sử dụng phương thức xác thực SmartOTP là gì?|Tôi muốn hỏi về điều kiện để kích hoạt và sử dụng phương thức xác thực smartotp là gì|Điều kiện để kích hoạt và sử dụng phương thức xác thực SmartOTP là gì trong dịch vụ Điều kiện sử dụng?,active
dieu_khoan__pham_vi_dich_vu_va_muc_giao_dich_ap_dung__prob_1,Quy định về phạm vi áp dụng và hạn mức giao dịch khi sử dụng SmartOTP,Quy định chi tiết về quy định về phạm vi áp dụng và hạn mức giao dịch khi sử dụng smartotp trong điều khoản VNPT Money,quy_dinh_ve_pham_vi_ap_dung_va_han_muc_giao_dich_k,"Phạm vi dịch vụ và mức giao dịch áp dụng,Quy,định,phạm,vi,áp,dụng,hạn,mức,giao",Quy định về phạm vi áp dụng và hạn mức giao dịch khi sử dụng SmartOTP?|Tôi muốn hỏi về quy định về phạm vi áp dụng và hạn mức giao dịch khi sử dụng smartotp|Quy định về phạm vi áp dụng và hạn mức giao dịch khi sử dụng SmartOTP trong dịch vụ Phạm vi dịch vụ và mức giao dịch áp dụng?,active
